dt_8601,speed,count
2014-11-26T00:00:00,73,28
2014-11-26T00:05:00,72,17
2014-11-26T00:10:00,71,17
2014-11-26T00:15:00,74,24
2014-11-26T00:20:00,70,13
2014-11-26T00:25:00,74,16
2014-11-26T00:30:00,70,16
2014-11-26T00:35:00,71,14
2014-11-26T00:40:00,72,26
2014-11-26T00:45:00,69,15
2014-11-26T00:50:00,71,17
2014-11-26T00:55:00,70,25
2014-11-26T01:00:00,72,20
2014-11-26T01:05:00,71,24
2014-11-26T01:10:00,70,35
2014-11-26T01:15:00,72,17
2014-11-26T01:20:00,75,16
2014-11-26T01:25:00,74,13
2014-11-26T01:30:00,71,13
2014-11-26T01:35:00,73,19
2014-11-26T01:40:00,71,23
2014-11-26T01:45:00,70,10
2014-11-26T01:50:00,70,21
2014-11-26T01:55:00,71,13
2014-11-26T02:00:00,74,15
2014-11-26T02:05:00,74,9
2014-11-26T02:10:00,71,19
2014-11-26T02:15:00,72,9
2014-11-26T02:20:00,70,24
2014-11-26T02:25:00,75,14
2014-11-26T02:30:00,75,9
2014-11-26T02:35:00,71,8
2014-11-26T02:40:00,70,17
2014-11-26T02:45:00,67,6
2014-11-26T02:50:00,70,19
2014-11-26T02:55:00,71,10
2014-11-26T03:00:00,71,13
2014-11-26T03:05:00,68,11
2014-11-26T03:10:00,69,19
2014-11-26T03:15:00,67,14
2014-11-26T03:20:00,68,5
2014-11-26T03:25:00,72,19
2014-11-26T03:30:00,69,16
2014-11-26T03:35:00,68,11
2014-11-26T03:40:00,72,20
2014-11-26T03:45:00,71,13
2014-11-26T03:50:00,71,15
2014-11-26T03:55:00,70,19
2014-11-26T04:00:00,70,21
2014-11-26T04:05:00,71,25
2014-11-26T04:10:00,70,18
2014-11-26T04:15:00,67,24
2014-11-26T04:20:00,70,18
2014-11-26T04:25:00,69,17
2014-11-26T04:30:00,76,11
2014-11-26T04:35:00,73,19
2014-11-26T04:40:00,76,15
2014-11-26T04:45:00,73,15
2014-11-26T04:50:00,77,19
2014-11-26T04:55:00,74,20
2014-11-26T05:00:00,73,21
2014-11-26T05:05:00,70,35
2014-11-26T05:10:00,73,17
2014-11-26T05:15:00,72,34
2014-11-26T05:20:00,69,39
2014-11-26T05:25:00,71,39
2014-11-26T05:30:00,70,23
2014-11-26T05:35:00,71,28
2014-11-26T05:40:00,72,29
2014-11-26T05:45:00,69,17
2014-11-26T05:50:00,71,44
2014-11-26T05:55:00,74,42
2014-11-26T06:00:00,72,31
2014-11-26T06:05:00,73,32
2014-11-26T06:10:00,72,38
2014-11-26T06:15:00,73,54
2014-11-26T06:20:00,71,39
2014-11-26T06:25:00,72,51
2014-11-26T06:30:00,73,45
2014-11-26T06:35:00,70,46
2014-11-26T06:40:00,73,48
2014-11-26T06:45:00,72,33
2014-11-26T06:50:00,72,50
2014-11-26T06:55:00,73,45
2014-11-26T07:00:00,73,46
2014-11-26T07:05:00,71,33
2014-11-26T07:10:00,72,39
2014-11-26T07:15:00,72,53
2014-11-26T07:20:00,74,39
2014-11-26T07:25:00,72,37
2014-11-26T07:30:00,74,58
2014-11-26T07:35:00,77,52
2014-11-26T07:40:00,75,45
2014-11-26T07:45:00,75,43
2014-11-26T07:50:00,73,46
2014-11-26T07:55:00,73,54
2014-11-26T08:00:00,74,46
2014-11-26T08:05:00,73,61
2014-11-26T08:10:00,75,50
2014-11-26T08:15:00,74,67
2014-11-26T08:20:00,76,41
2014-11-26T08:25:00,72,41
2014-11-26T08:30:00,75,52
2014-11-26T08:35:00,72,51
2014-11-26T08:40:00,72,61
2014-11-26T08:45:00,72,56
2014-11-26T08:50:00,75,57
2014-11-26T08:55:00,73,72
2014-11-26T09:00:00,73,50
2014-11-26T09:05:00,73,44
2014-11-26T09:10:00,73,58
2014-11-26T09:15:00,72,60
2014-11-26T09:20:00,73,51
2014-11-26T09:25:00,72,57
2014-11-26T09:30:00,73,66
2014-11-26T09:35:00,72,68
2014-11-26T09:40:00,71,51
2014-11-26T09:45:00,72,61
2014-11-26T09:50:00,73,68
2014-11-26T09:55:00,73,63
2014-11-26T10:00:00,74,58
2014-11-26T10:05:00,73,64
2014-11-26T10:10:00,72,54
2014-11-26T10:15:00,73,66
2014-11-26T10:20:00,72,79
2014-11-26T10:25:00,71,59
2014-11-26T10:30:00,71,76
2014-11-26T10:35:00,72,65
2014-11-26T10:40:00,74,62
2014-11-26T10:45:00,74,64
2014-11-26T10:50:00,72,68
2014-11-26T10:55:00,72,50
2014-11-26T11:00:00,72,68
2014-11-26T11:05:00,72,55
2014-11-26T11:10:00,72,64
2014-11-26T11:15:00,72,70
2014-11-26T11:20:00,71,62
2014-11-26T11:25:00,73,63
2014-11-26T11:30:00,71,70
2014-11-26T11:35:00,73,67
2014-11-26T11:40:00,72,61
2014-11-26T11:45:00,72,71
2014-11-26T11:50:00,72,50
2014-11-26T11:55:00,71,69
2014-11-26T12:00:00,74,64
2014-11-26T12:05:00,72,77
2014-11-26T12:10:00,74,53
2014-11-26T12:15:00,72,79
2014-11-26T12:20:00,72,59
2014-11-26T12:25:00,70,65
2014-11-26T12:30:00,72,67
2014-11-26T12:35:00,72,73
2014-11-26T12:40:00,71,59
2014-11-26T12:45:00,70,40
2014-11-26T12:50:00,74,76
2014-11-26T12:55:00,73,55
2014-11-26T13:00:00,71,69
2014-11-26T13:05:00,71,60
2014-11-26T13:10:00,72,54
2014-11-26T13:15:00,71,57
2014-11-26T13:20:00,69,64
2014-11-26T13:25:00,73,72
2014-11-26T13:30:00,73,53
2014-11-26T13:35:00,72,60
2014-11-26T13:40:00,70,55
2014-11-26T13:45:00,74,61
2014-11-26T13:50:00,71,67
2014-11-26T13:55:00,72,66
2014-11-26T14:00:00,73,64
2014-11-26T14:05:00,71,70
2014-11-26T14:10:00,73,69
2014-11-26T14:15:00,71,65
2014-11-26T14:20:00,72,65
2014-11-26T14:25:00,72,67
2014-11-26T14:30:00,72,68
2014-11-26T14:35:00,71,67
2014-11-26T14:40:00,71,65
2014-11-26T14:45:00,71,65
2014-11-26T14:50:00,71,62
2014-11-26T14:55:00,72,58
2014-11-26T15:00:00,69,70
2014-11-26T15:05:00,70,66
2014-11-26T15:10:00,70,55
2014-11-26T15:15:00,69,50
2014-11-26T15:20:00,72,44
2014-11-26T15:25:00,68,49
2014-11-26T15:30:00,68,29
2014-11-26T15:35:00,65,21
2014-11-26T15:40:00,58,25
2014-11-26T15:45:00,60,8
2014-11-26T15:50:00,60,3
2014-11-26T15:55:00,62,4
2014-11-26T16:00:00,56,2
2014-11-26T16:05:00,47,2
2014-11-26T16:10:00,33,5
2014-11-26T16:15:00,45,3
2014-11-26T16:20:00,12,2
2014-11-26T16:25:00,3,0
2014-11-26T16:30:00,12,1
2014-11-26T16:35:00,23,4
2014-11-26T16:40:00,19,4
2014-11-26T16:45:00,17,5
2014-11-26T16:50:00,17,9
2014-11-26T16:55:00,21,7
2014-11-26T17:00:00,32,7
2014-11-26T17:05:00,40,2
2014-11-26T17:10:00,57,4
2014-11-26T17:15:00,48,9
2014-11-26T17:20:00,53,4
2014-11-26T17:25:00,50,1
2014-11-26T17:30:00,3,0
2014-11-26T17:35:00,3,0
2014-11-26T17:40:00,46,3
2014-11-26T17:45:00,59,4
2014-11-26T17:50:00,55,9
2014-11-26T17:55:00,54,11
2014-11-26T18:00:00,60,8
2014-11-26T18:05:00,58,8
2014-11-26T18:10:00,49,12
2014-11-26T18:15:00,58,11
2014-11-26T18:20:00,59,15
2014-11-26T18:25:00,65,11
2014-11-26T18:30:00,54,30
2014-11-26T18:35:00,60,26
2014-11-26T18:40:00,66,30
2014-11-26T18:45:00,66,55
2014-11-26T18:50:00,63,55
2014-11-26T18:55:00,66,44
2014-11-26T19:00:00,66,62
2014-11-26T19:05:00,69,62
2014-11-26T19:10:00,61,59
2014-11-26T19:15:00,69,69
2014-11-26T19:20:00,68,58
2014-11-26T19:25:00,64,62
2014-11-26T19:30:00,61,56
2014-11-26T19:35:00,65,53
2014-11-26T19:40:00,61,47
2014-11-26T19:45:00,61,47
2014-11-26T19:50:00,68,57
2014-11-26T19:55:00,67,61
2014-11-26T20:00:00,65,71
2014-11-26T20:05:00,67,61
2014-11-26T20:10:00,61,74
2014-11-26T20:15:00,56,65
2014-11-26T20:20:00,60,72
2014-11-26T20:25:00,47,47
2014-11-26T20:30:00,28,47
2014-11-26T20:35:00,15,19
2014-11-26T20:40:00,23,25
2014-11-26T20:45:00,67,41
2014-11-26T20:50:00,68,36
2014-11-26T20:55:00,68,32
2014-11-26T21:00:00,69,34
2014-11-26T21:05:00,63,24
2014-11-26T21:10:00,65,30
2014-11-26T21:15:00,65,22
