dt_8601,speed,count
2014-11-26T00:00:00,61,25
2014-11-26T00:05:00,62,20
2014-11-26T00:10:00,61,19
2014-11-26T00:15:00,69,7
2014-11-26T00:20:00,61,25
2014-11-26T00:25:00,66,15
2014-11-26T00:30:00,60,16
2014-11-26T00:35:00,62,8
2014-11-26T00:40:00,61,23
2014-11-26T00:45:00,62,19
2014-11-26T00:50:00,62,16
2014-11-26T00:55:00,59,25
2014-11-26T01:00:00,62,21
2014-11-26T01:05:00,59,28
2014-11-26T01:10:00,59,30
2014-11-26T01:15:00,60,20
2014-11-26T01:20:00,60,14
2014-11-26T01:25:00,64,16
2014-11-26T01:30:00,58,12
2014-11-26T01:35:00,63,17
2014-11-26T01:40:00,60,20
2014-11-26T01:45:00,60,14
2014-11-26T01:50:00,64,18
2014-11-26T01:55:00,60,13
2014-11-26T02:00:00,61,18
2014-11-26T02:05:00,61,10
2014-11-26T02:10:00,61,15
2014-11-26T02:15:00,60,15
2014-11-26T02:20:00,61,15
2014-11-26T02:25:00,63,22
2014-11-26T02:30:00,66,7
2014-11-26T02:35:00,65,9
2014-11-26T02:40:00,62,13
2014-11-26T02:45:00,61,10
2014-11-26T02:50:00,61,19
2014-11-26T02:55:00,61,12
2014-11-26T03:00:00,62,12
2014-11-26T03:05:00,61,9
2014-11-26T03:10:00,59,19
2014-11-26T03:15:00,62,10
2014-11-26T03:20:00,58,11
2014-11-26T03:25:00,62,16
2014-11-26T03:30:00,60,17
2014-11-26T03:35:00,62,12
2014-11-26T03:40:00,63,20
2014-11-26T03:45:00,62,21
2014-11-26T03:50:00,62,13
2014-11-26T03:55:00,61,20
2014-11-26T04:00:00,64,17
2014-11-26T04:05:00,61,23
2014-11-26T04:10:00,59,23
2014-11-26T04:15:00,58,21
2014-11-26T04:20:00,59,15
2014-11-26T04:25:00,61,16
2014-11-26T04:30:00,62,14
2014-11-26T04:35:00,66,18
2014-11-26T04:40:00,66,15
2014-11-26T04:45:00,64,18
2014-11-26T04:50:00,65,17
2014-11-26T04:55:00,65,17
2014-11-26T05:00:00,62,16
2014-11-26T05:05:00,63,13
2014-11-26T05:10:00,63,13
2014-11-26T05:15:00,61,25
2014-11-26T05:20:00,60,36
