dt_8601,speed,count
2014-11-26T00:00:00,75,22
2014-11-26T00:05:00,74,18
2014-11-26T00:10:00,71,15
2014-11-26T00:15:00,70,10
2014-11-26T00:20:00,76,23
2014-11-26T00:25:00,74,19
2014-11-26T00:30:00,73,14
2014-11-26T00:35:00,71,21
2014-11-26T00:40:00,72,18
2014-11-26T00:45:00,73,10
2014-11-26T00:50:00,70,22
2014-11-26T00:55:00,72,23
2014-11-26T01:00:00,73,15
2014-11-26T01:05:00,74,27
2014-11-26T01:10:00,71,23
2014-11-26T01:15:00,73,15
2014-11-26T01:20:00,74,10
2014-11-26T01:25:00,74,19
2014-11-26T01:30:00,73,17
2014-11-26T01:35:00,74,12
2014-11-26T01:40:00,71,21
2014-11-26T01:45:00,71,7
2014-11-26T01:50:00,70,19
2014-11-26T01:55:00,70,16
2014-11-26T02:00:00,74,14
2014-11-26T02:05:00,72,11
2014-11-26T02:10:00,74,16
2014-11-26T02:15:00,72,7
2014-11-26T02:20:00,73,19
2014-11-26T02:25:00,74,16
2014-11-26T02:30:00,74,6
2014-11-26T02:35:00,70,8
2014-11-26T02:40:00,68,15
2014-11-26T02:45:00,67,8
2014-11-26T02:50:00,68,15
2014-11-26T02:55:00,73,12
2014-11-26T03:00:00,74,14
2014-11-26T03:05:00,70,8
2014-11-26T03:10:00,70,16
2014-11-26T03:15:00,72,13
2014-11-26T03:20:00,71,8
2014-11-26T03:25:00,68,19
2014-11-26T03:30:00,71,10
2014-11-26T03:35:00,73,19
2014-11-26T03:40:00,74,15
2014-11-26T03:45:00,70,8
2014-11-26T03:50:00,71,19
2014-11-26T03:55:00,70,17
2014-11-26T04:00:00,74,17
2014-11-26T04:05:00,71,23
2014-11-26T04:10:00,71,19
2014-11-26T04:15:00,71,11
2014-11-26T04:20:00,70,20
2014-11-26T04:25:00,71,15
2014-11-26T04:30:00,77,11
2014-11-26T04:35:00,75,15
2014-11-26T04:40:00,77,12
2014-11-26T04:45:00,72,22
2014-11-26T04:50:00,73,16
2014-11-26T04:55:00,71,19
2014-11-26T05:00:00,74,20
2014-11-26T05:05:00,71,23
2014-11-26T05:10:00,73,23
2014-11-26T05:15:00,72,33
2014-11-26T05:20:00,71,22
2014-11-26T05:25:00,73,40
2014-11-26T05:30:00,72,28
2014-11-26T05:35:00,72,21
2014-11-26T05:40:00,73,27
2014-11-26T05:45:00,71,17
2014-11-26T05:50:00,72,48
2014-11-26T05:55:00,76,36
2014-11-26T06:00:00,74,24
2014-11-26T06:05:00,74,27
2014-11-26T06:10:00,73,50
2014-11-26T06:15:00,75,40
2014-11-26T06:20:00,72,48
2014-11-26T06:25:00,73,49
2014-11-26T06:30:00,77,41
2014-11-26T06:35:00,73,51
2014-11-26T06:40:00,74,44
2014-11-26T06:45:00,72,18
2014-11-26T06:50:00,75,62
2014-11-26T06:55:00,73,26
2014-11-26T07:00:00,74,50
2014-11-26T07:05:00,73,36
2014-11-26T07:10:00,73,40
2014-11-26T07:15:00,75,32
2014-11-26T07:20:00,75,56
2014-11-26T07:25:00,73,48
2014-11-26T07:30:00,75,51
2014-11-26T07:35:00,77,58
2014-11-26T07:40:00,76,42
2014-11-26T07:45:00,74,47
2014-11-26T07:50:00,74,46
2014-11-26T07:55:00,73,65
2014-11-26T08:00:00,75,45
2014-11-26T08:05:00,75,66
2014-11-26T08:10:00,75,53
2014-11-26T08:15:00,75,60
2014-11-26T08:20:00,75,38
2014-11-26T08:25:00,75,64
2014-11-26T08:30:00,76,51
2014-11-26T08:35:00,74,58
2014-11-26T08:40:00,74,58
2014-11-26T08:45:00,74,36
2014-11-26T08:50:00,76,46
2014-11-26T08:55:00,75,53
2014-11-26T09:00:00,75,75
2014-11-26T09:05:00,74,42
2014-11-26T09:10:00,75,64
2014-11-26T09:15:00,73,41
2014-11-26T09:20:00,72,78
2014-11-26T09:25:00,74,59
2014-11-26T09:30:00,75,63
2014-11-26T09:35:00,75,61
2014-11-26T09:40:00,72,56
2014-11-26T09:45:00,74,58
2014-11-26T09:50:00,75,67
2014-11-26T09:55:00,74,64
2014-11-26T10:00:00,76,62
2014-11-26T10:05:00,74,55
2014-11-26T10:10:00,75,59
2014-11-26T10:15:00,73,59
2014-11-26T10:20:00,75,66
2014-11-26T10:25:00,72,56
2014-11-26T10:30:00,74,63
2014-11-26T10:35:00,74,57
2014-11-26T10:40:00,74,71
2014-11-26T10:45:00,75,65
2014-11-26T10:50:00,72,63
2014-11-26T10:55:00,74,62
2014-11-26T11:00:00,75,55
2014-11-26T11:05:00,75,66
2014-11-26T11:10:00,73,67
2014-11-26T11:15:00,75,68
2014-11-26T11:20:00,74,73
2014-11-26T11:25:00,74,67
2014-11-26T11:30:00,76,67
2014-11-26T11:35:00,74,46
2014-11-26T11:40:00,75,83
2014-11-26T11:45:00,76,71
2014-11-26T11:50:00,76,49
2014-11-26T11:55:00,74,65
2014-11-26T12:00:00,76,70
2014-11-26T12:05:00,75,56
2014-11-26T12:10:00,75,60
2014-11-26T12:15:00,75,65
2014-11-26T12:20:00,74,62
2014-11-26T12:25:00,73,55
2014-11-26T12:30:00,75,60
2014-11-26T12:35:00,74,61
2014-11-26T12:40:00,74,51
2014-11-26T12:45:00,76,69
2014-11-26T12:50:00,75,60
2014-11-26T12:55:00,75,77
2014-11-26T13:00:00,75,58
2014-11-26T13:05:00,74,65
2014-11-26T13:10:00,73,53
2014-11-26T13:15:00,75,47
2014-11-26T13:20:00,73,52
2014-11-26T13:25:00,75,61
2014-11-26T13:30:00,75,61
2014-11-26T13:35:00,75,65
2014-11-26T13:40:00,74,48
2014-11-26T13:45:00,76,75
2014-11-26T13:50:00,75,68
2014-11-26T13:55:00,76,53
2014-11-26T14:00:00,74,47
2014-11-26T14:05:00,75,88
2014-11-26T14:10:00,76,76
2014-11-26T14:15:00,74,66
2014-11-26T14:20:00,74,69
2014-11-26T14:25:00,76,69
2014-11-26T14:30:00,76,61
2014-11-26T14:35:00,74,64
2014-11-26T14:40:00,74,33
2014-11-26T14:45:00,3,0
2014-11-26T14:50:00,74,143
2014-11-26T14:55:00,72,61
2014-11-26T15:00:00,72,64
2014-11-26T15:05:00,71,67
2014-11-26T15:10:00,74,43
2014-11-26T15:15:00,73,41
2014-11-26T15:20:00,69,45
2014-11-26T15:25:00,69,35
2014-11-26T15:30:00,67,29
2014-11-26T15:35:00,63,24
2014-11-26T15:40:00,64,19
2014-11-26T15:45:00,61,10
2014-11-26T15:50:00,60,5
2014-11-26T15:55:00,59,5
2014-11-26T16:00:00,53,3
2014-11-26T16:05:00,45,8
2014-11-26T16:10:00,51,4
2014-11-26T16:15:00,56,2
2014-11-26T16:20:00,37,2
2014-11-26T16:25:00,43,1
2014-11-26T16:30:00,50,1
2014-11-26T16:35:00,3,0
2014-11-26T16:40:00,3,0
2014-11-26T16:45:00,56,1
2014-11-26T16:50:00,3,0
2014-11-26T16:55:00,3,0
2014-11-26T17:00:00,3,0
2014-11-26T17:05:00,3,0
2014-11-26T17:10:00,56,1
2014-11-26T17:15:00,43,1
2014-11-26T17:20:00,53,2
2014-11-26T17:25:00,56,2
2014-11-26T17:30:00,57,5
2014-11-26T17:35:00,58,8
2014-11-26T17:40:00,58,6
2014-11-26T17:45:00,61,11
2014-11-26T17:50:00,3,0
2014-11-26T17:55:00,59,26
2014-11-26T18:00:00,61,13
2014-11-26T18:05:00,61,7
2014-11-26T18:10:00,61,27
2014-11-26T18:15:00,65,19
2014-11-26T18:20:00,64,43
2014-11-26T18:25:00,67,23
2014-11-26T18:30:00,64,96
2014-11-26T18:35:00,70,49
2014-11-26T18:40:00,69,40
2014-11-26T18:45:00,67,72
2014-11-26T18:50:00,70,53
2014-11-26T18:55:00,68,53
2014-11-26T19:00:00,71,51
2014-11-26T19:05:00,70,56
2014-11-26T19:10:00,67,52
2014-11-26T19:15:00,71,43
2014-11-26T19:20:00,68,76
2014-11-26T19:25:00,69,56
2014-11-26T19:30:00,68,49
2014-11-26T19:35:00,65,64
2014-11-26T19:40:00,63,52
2014-11-26T19:45:00,68,33
2014-11-26T19:50:00,71,75
2014-11-26T19:55:00,70,47
2014-11-26T20:00:00,67,70
2014-11-26T20:05:00,67,56
2014-11-26T20:10:00,67,62
2014-11-26T20:15:00,66,54
2014-11-26T20:20:00,68,63
2014-11-26T20:25:00,65,66
2014-11-26T20:30:00,65,59
2014-11-26T20:35:00,69,57
2014-11-26T20:40:00,68,33
2014-11-26T20:45:00,72,40
2014-11-26T20:50:00,68,25
2014-11-26T20:55:00,68,34
2014-11-26T21:00:00,68,20
2014-11-26T21:05:00,65,23
2014-11-26T21:10:00,61,42
2014-11-26T21:15:00,62,22
2014-11-26T21:20:00,64,32
2014-11-26T21:25:00,66,23
2014-11-26T21:30:00,66,8
2014-11-26T21:35:00,56,1
2014-11-26T21:40:00,64,14
2014-11-26T21:45:00,68,4
2014-11-26T21:50:00,66,11
2014-11-26T21:55:00,62,5
2014-11-26T22:00:00,67,8
2014-11-26T22:05:00,65,10
2014-11-26T22:10:00,66,6
2014-11-26T22:15:00,67,11
2014-11-26T22:20:00,65,17
2014-11-26T22:25:00,64,17
2014-11-26T22:30:00,61,11
2014-11-26T22:35:00,68,13
2014-11-26T22:40:00,65,9
2014-11-26T22:45:00,71,7
2014-11-26T22:50:00,67,11
2014-11-26T22:55:00,65,13
2014-11-26T23:00:00,67,14
2014-11-26T23:05:00,66,16
2014-11-26T23:10:00,66,14
2014-11-26T23:15:00,67,20
2014-11-26T23:20:00,70,28
2014-11-26T23:25:00,67,25
2014-11-26T23:30:00,69,13
2014-11-26T23:35:00,67,32
2014-11-26T23:40:00,68,14
2014-11-26T23:45:00,69,17
2014-11-26T23:50:00,71,12
2014-11-26T23:55:00,71,17
